,bubble_sort,insertion_sort,merge_sort,quick_sort,tim_sort
0,0.4173387000009825,0.1838781000005838,0.13523239999994985,0.07439389999854029,0.10676379999858909
1,0.3613700999994762,0.18427800000063144,0.13804769999842392,0.07352979999996023,0.10763399999996182
2,0.35990379999930155,0.18570249999902444,0.1397103999988758,0.07609510000111186,0.10737969999900088
3,0.36305979999815463,0.1939462000009371,0.1348814000011771,0.07510860000184039,0.1037510000023758
4,0.3598171999983606,0.20179799999823445,0.13356819999899017,0.07512389999828883,0.10822969999935594
5,0.3524044000005233,0.21653879999939818,0.135497099996428,0.07634710000274936,0.10323390000121435
6,0.35449590000280295,0.1903106999998272,0.13593450000189478,0.0756249999976717,0.09914480000225012
7,0.36463670000011916,0.18855770000300254,0.13609350000115228,0.07849260000148206,0.14381340000181808
8,0.38528629999927944,0.18737329999930807,0.13607019999835757,0.07317450000118697,0.1237717000003613
9,0.3804232999973465,0.185747799998353,0.1355412000011711,0.08078689999820199,0.1197003000015684
10,0.3599030999976094,0.183088099998713,0.1414842000012868,0.07405690000086906,0.10661790000085603
11,0.3758756999995967,0.184383899999375,0.1411103999998886,0.07948929999838583,0.1034895000011602
12,0.3681931999999506,0.1894778000023507,0.14739129999725264,0.07711389999894891,0.10701609999887296
13,0.3582449000023189,0.1849618999985978,0.1350360999967961,0.0797108999977354,0.10116639999978361
14,0.5189693000029365,0.18638100000316626,0.13480949999939185,0.07903799999985495,0.09826510000129929
15,0.39670420000038575,0.1852206000003207,0.13356199999907403,0.10861840000143275,0.10168899999916903
16,0.37710770000194316,0.1877795000000333,0.13265359999786597,0.11161440000068978,0.10130920000301558
17,0.36748350000198116,0.19039380000322126,0.13208139999915147,0.08996650000335649,0.12482950000048731
18,0.38400580000234186,0.19590120000066236,0.13149720000001253,0.08682480000061332,0.10952279999764869
19,0.36384170000019367,0.1843851999983599,0.1319906999997329,0.09628750000047148,0.10527910000018892
20,0.3560236999983317,0.18411289999858127,0.1337344999992638,0.08875650000118185,0.1060786999987613
21,0.3551466999997501,0.18433070000173757,0.1353887000004761,0.08976079999774811,0.0978185999993002
22,0.40796640000189655,0.18561899999986053,0.1344801000013831,0.08511400000134017,0.09648599999854923
23,0.3634773000012501,0.1875212000013562,0.14001189999908092,0.0973255999997491,0.11890199999834294
24,0.37183440000080736,0.18497849999766913,0.14321820000259322,0.0882614999973157,0.09618130000308156
25,0.3611902000011469,0.1904078000006848,0.13846360000025015,0.08831699999791454,0.09615750000011758
26,0.3618529999985185,0.19452150000142865,0.13437899999917136,0.07935270000234595,0.09500630000184174
27,0.3599954000019352,0.19456480000008014,0.143530200002715,0.08207690000199364,0.12517880000086734
28,0.359975300001679,0.18525809999846388,0.13256970000293222,0.08490399999936926,0.09858549999989918
29,0.3789877000017441,0.1874508999972022,0.1340031999970961,0.08229219999702764,0.10441659999924013
